227927,"Мармелад жевательный BabyFox с витаминами, 30г","https://online.metro-cc.ru/products/marmelad-zhevatelnyy-babyfox-s-vitaminami-30g
",16.09,14.90,BABYFOX
425083,"Зефир Шармэль Ударница яблочный, 255г","https://online.metro-cc.ru/products/art_425083
",159.0,175.0,ШАРМЭЛЬ
469117,Ударница Мармелад лимонные дольки с натуральным соком Мармеландия 250г,"https://online.metro-cc.ru/products/udarnica-limonnye-dolki-s-naturalnym-sokom-250g
",179.0,185.0,МАРМЕЛАНДИЯ
203593,"Мармелад Haribo жевательный Стармикс, 175г","https://online.metro-cc.ru/products/175g-zhevatelnyy-marmelad-haribo-starmiks
",282.0,259.0,HARIBO
526969,"Мармелад Fruittella Звери микс, 70г","https://online.metro-cc.ru/products/fruittella-zveri-mix-70g
",76.90,75.90,FRUITTELLA
564221,"Мармелад Fruittella Медвежата, 70г","https://online.metro-cc.ru/products/marmelad-fruittella-medvezhata-70g
",76.90,75.90,FRUITTELLA
203594,"Мармелад Haribo жевательный ягоды, 175г","https://online.metro-cc.ru/products/175g-zhevatelnyy-marmelad-haribo-yagody
",282.0,259.0,HARIBO
626693,"aro Зефир с ароматом ванили, 250г","https://online.metro-cc.ru/products/aro-s-aromatom-250g
",78.90,73.90,ARO
287771,"Мармелад Bon Pari Кислые червячки жевательный, 75г","https://online.metro-cc.ru/products/bon-pari-kislye-chervyachki-75g-287771
",52.90,54.90,BON PARI
611944,"Пастила Белевская пастила абрикос, 200г","https://online.metro-cc.ru/products/pastila-belevskaya-abrikos-200g
",359.0,369.0,БЕЛЕВСКАЯ ПАСТИЛА
140757,"Зефир Белевские сладости яблочный, 250г","https://online.metro-cc.ru/products/250g-zefir-belevskie-sladosti-yablochnyy
",219.0,229.0,БЕЛЕВСКИЕ СЛАДОСТИ
131022,"Мармелад жевательный Mamba Молочные привидения, 90г","https://online.metro-cc.ru/products/90g-zhevatelnyj-mamba-privideniya
",118.0,124.0,MAMBA
533982,"Мармелад Fruittella Змеи XXL, 70г","https://online.metro-cc.ru/products/art_533982
",76.90,75.90,FRUITTELLA
593532,"Мармелад Mamba Фрумеладки с сочным центром жевательный, 70г","https://online.metro-cc.ru/products/zhevatelnyj-mamba-frumeladki-s-sochnym-centrom-70-g
",94.90,94.90,MAMBA
76588,"Мармелад Fruittella Крутой микс мини жевательный, 200г","https://online.metro-cc.ru/products/zhevatelnyj-fruittella-krutoj-miks-mini-s-fruktovym-sokom-10-sht-200-g
",265.0,276.0,FRUITTELLA
203802,"Мармелад Haribo жевательный счастливая кола, 100г","https://online.metro-cc.ru/products/100g-zhevatelnyy-marmelad-haribo-schastlivaya-kola
",167.0,169.0,HARIBO
60071,"Мармелад Bon Pari Веселые кошмарики жевательный, 75г","https://online.metro-cc.ru/products/bon-pari-veselye-koshmariki-zhevatelnyj-75g
",52.90,54.90,BON PARI
203590,"Мармелад Haribo жевательный привамера, 100г","https://online.metro-cc.ru/products/100g-zhevatelnyy-marmelad-haribo-primavera
",167.0,169.0,HARIBO
200461,"Маршмеллоу Guandy Classic белый ванильный, 200г","https://online.metro-cc.ru/products/200g-marshmellou-guandy-klassik-belyy-vanilnyy
",237.0,219.0,GUANDY
468818,Ударница Зефир кофейный в шоколаде Шармэль 250г,"https://online.metro-cc.ru/products/udarnica-kofejnyj-v-shokolade-sharmel-250g
",269.0,269.0,ШАРМЭЛЬ
287774,"Мармелад Bon Pari машинки, 75г","https://online.metro-cc.ru/products/bon-pari-mashinki-75-g-287774
",52.90,54.90,BON PARI
203595,"Мармелад Haribo жевательный Колор Радо, 175г","https://online.metro-cc.ru/products/175g-zhevatelnyy-marmelad-haribo-kolor-rado
",282.0,259.0,HARIBO
219224,"Зефир Шармэль апельсиновый, 255г","https://online.metro-cc.ru/products/255g-zefir-sharmel-apelsinovyy
",171.0,169.0,ШАРМЭЛЬ
643375,"Конфеты Casali Schoko-Bananen Суфле в шоколаде банановое, 150г","https://online.metro-cc.ru/products/sufle-casali-banan-shokolad-150-g
",189.0,199.0,CASALI
131451,"Мармелад Chupa Chups фансы кислые, 70г","https://online.metro-cc.ru/products/70g-chupa-chups-fansy-kislye
",113.0,117.0,CHUPA CHUPS
203597,"Мармелад Haribo жевательный вампир, 175г","https://online.metro-cc.ru/products/175g-zhevatelnyy-marmelad-haribo-vampir
",282.0,259.0,HARIBO
593527,"Мармелад Mamba Фруктовый микс жевательный, 72г","https://online.metro-cc.ru/products/zhevatelnyj-mamba-fruktovyj-miks-72-g
",94.90,94.90,MAMBA
469116,"Мармелад Мармеландия Апельсиновые дольки с натуральным соком, 250г","https://online.metro-cc.ru/products/udarnica-apelsinovye-dolki-s-naturalnym-sokom-250g
",179.0,185.0,МАРМЕЛАНДИЯ
58625,"Пастила Сладбери С ванильно-сливочным ароматом, 1кг","https://online.metro-cc.ru/products/pastila-sladberi-s-vanilno-slivochnym-aromatom-1-kg
",309.0,309.0,СЛАДБЕРИ
593528,"Мармелад Mamba Фрумеладки фрукты и йогурт жевательный, 72г","https://online.metro-cc.ru/products/zhevatelnyj-mamba-frumeladki-frukty-jogurt-72-g
",94.90,94.90,MAMBA
236574,"Мармелад жевательный Bebeto Coolbeans Tropic Mix, 60г","https://online.metro-cc.ru/products/60g-zhevatelnyy-marmelad-bebeto-coolbeans-tropic-mix
",98.90,93.90,BEBETO
233505,"Мармелад жевательный Fruittella Супер бутылочки, 100г","https://online.metro-cc.ru/products/marmelad-zhevatelnyy-fruittella-super-butylochki-100g
",114.0,109.90,FRUITTELLA
200469,"Маршмеллоу Guandy Classic мини белый ванильный, 75г","https://online.metro-cc.ru/products/75g-marshmellou-guandy-mini-belyy-vanilnyy
",96.90,99.90,GUANDY
611943,"Пастила Белевская пастила слива, 200г","https://online.metro-cc.ru/products/pastila-belevskaya-sliva-200g
",359.0,369.0,БЕЛЕВСКАЯ ПАСТИЛА
120355,"Мармелад Mamba Фрумеладки Сочный центр жевательный, 140г","https://online.metro-cc.ru/products/zhevatelnyj-mamba-frumeladki-sochnyj-centr-140g
",153.0,167.0,MAMBA
632122,"Мармелад Fruittella Крутой микс жевательный, 70г","https://online.metro-cc.ru/products/marmelad-zhevatelnyj-fruttella-krutoj-miks-70g
",76.90,75.90,FRUITTELLA
215420,"Маршмеллоу Guandy мини цветной фруктовый, 75г","https://online.metro-cc.ru/products/75g-marshmellou-guandy-mini-tsvetnoy-fruktovyy
",95.90,99.90,GUANDY
626689,"aro Зефир в глазури, 250г","https://online.metro-cc.ru/products/aro-v-glazuri-250g
",115.0,99.90,ARO
200467,"Маршмеллоу Guandy Classic белый ванильный, 75г","https://online.metro-cc.ru/products/75g-marshmellou-guandy-klassik-belyy-vanilnyy
",96.90,99.90,GUANDY
215418,"Маршмеллоу Guandy мини цветной фруктовый, 200г","https://online.metro-cc.ru/products/200g-marshmellou-guandy-mini-tsvetnoy-fruktovyy
",239.0,219.0,GUANDY
131450,Мармелад Fruittella 52г,"https://online.metro-cc.ru/products/52g-fruittella
",63.90,61.90,FRUITTELLA
200465,"Маршмеллоу Guandy Candy шоколадно-ванильный, 200г","https://online.metro-cc.ru/products/200g-marshmellou-guandy-shokoladno-vanilnyy
",237.0,219.0,GUANDY
637515,"Драже Jelly Belly Ice Cream жевательные, 70г","https://online.metro-cc.ru/products/art_637515
",379.0,359.0,JELLY BELLY
120702,"Пастила Petit Appetit яблоко и овсянка, 104г","https://online.metro-cc.ru/products/104g-pastila-petit-appetit-yabl-ovsyan
",76.90,85.90,PETIT APPETIT
215422,"Маршмеллоу Guandy Волшебная страна магические косички фруктовые, 200г","https://online.metro-cc.ru/products/200g-marshmellou-guandy-magicheskie-kosichki-fruktovyy
",209.0,219.0,GUANDY
120701,"Пастила Petit Appetit тыква, апельсин и клетчатка семян чиа, 104г","https://online.metro-cc.ru/products/104g-pastila-petit-appetit-tykv-apels-sem-chia
",76.90,85.90,PETIT APPETIT
120700,"Мини-зефир Petit Appetit черная смородина, свекла и яблочная клетчатка, 74г","https://online.metro-cc.ru/products/74g-petit-appetit-mini-chern-smor-svekla
",69.90,68.90,PETIT APPETIT
222176,"Мармелад Славянка Левушка детям червячки, 70г","https://online.metro-cc.ru/products/70g-marmelad-lyovushka-detyam-slavyanka-chervyachki
",43.99,40.90,СЛАВЯНКА
637512,"Драже Jelly Belly 20 flavours ассорти 20 вкусов жевательные, 70г","https://online.metro-cc.ru/products/zhevatelnoe-drazhe-jelly-belly-20-flavours-assorti-20-vkusov-70g
",379.0,359.0,JELLY BELLY
232796,"Драже жевательное Jelly Belly Bubble Gum, 70г","https://online.metro-cc.ru/products/70g-drazhe-zhevatelnoe-jelly-belly-bubble-gum
",359.0,369.0,JELLY BELLY
637516,"Драже Jelly Belly классические коктейли жевательное, 70г","https://online.metro-cc.ru/products/drazhe-jelly-belly-45g
",379.0,359.0,JELLY BELLY
236578,"Мармелад жевательный Bebeto Sour Sticks Кола, 30г","https://online.metro-cc.ru/products/30g-zhevatelnyy-marmelad-bebeto-sour-sticks-kola
",41.50,39.90,BEBETO
76593,"Мармелад Fruittella Молочные червячки жевательный, 138г","https://online.metro-cc.ru/products/zhevatelnyj-fruittella-molochnye-chervyachki-138-g
",129.0,141.0,FRUITTELLA
236576,"Мармелад жевательный Bebeto Wacky Sticks Fizzy, 75г","https://online.metro-cc.ru/products/75g-zhevatelnyy-marmelad-bebeto-wacky-sticks-fizzy
",116.0,107.29,BEBETO
226269,"Жевательные конфеты Mamba Ассорти, 27г","https://online.metro-cc.ru/products/265g-zhevatelnye-konfety-mamba-assorti
",34.99,34.49,MAMBA
24759,"Мармелад Fruittella Медвежата, 70г x 30 шт","https://online.metro-cc.ru/products/fruittella-medvezhata-70g
",2277.0,1647.0,FRUITTELLA
24760,"Мармелад Fruittella Звери микс, 70г x 30 шт","https://online.metro-cc.ru/products/fruittella-zveri-miks-70g
",2277.0,1647.0,FRUITTELLA
129738,"Драже Jelly Belly Fruit Mix, 70г","https://online.metro-cc.ru/products/70g-drazhe-jelly-belly-fruit-mix
",379.0,359.0,JELLY BELLY
140759,"Пастила Белевские сладости яблоко-вишня без сахара, 100г","https://online.metro-cc.ru/products/100g-pastila-belevskie-sladosti-yabloko-vishnya-bsah
",129.0,129.0,БЕЛЕВСКИЕ СЛАДОСТИ
213081,"Халва Дружба с арахисом, 220г","https://online.metro-cc.ru/products/220g-halva-druzhba-s-arahisom
",99.90,109.90,ДРУЖБА
203801,"Мармелад Haribo жевательный Золотые медведи, 100г","https://online.metro-cc.ru/products/100g-zhevatelnyy-marmelad-haribo-zolotye-medvedi
",167.0,169.0,HARIBO
203592,"Мармелад Haribo жевательный Тропифрути, 100г","https://online.metro-cc.ru/products/100g-zhevatelnyy-marmelad-haribo-tropifruti
",167.0,169.0,HARIBO
227929,"Мармелад жевательный Krut frut морские животные, 500г","https://online.metro-cc.ru/products/marmelad-zhevatelnyy-krut-frut-morskie-zhivotnye-500g
",237.0,199.0,KRUT FRUT
236577,"Мармелад жевательный Bebeto Sour Sticks Тутти-фрутти, 30г","https://online.metro-cc.ru/products/30g-zhevatelnyy-marmelad-bebeto-sour-sticks-tutti-frutti
",41.50,39.90,BEBETO
120699,"Мини-зефир Petit Appetit облепиха, шиповник и клетчатка семян чиа, 74г","https://online.metro-cc.ru/products/74g-petit-appetit-mini-oblepih-shipovnik
",69.90,68.90,PETIT APPETIT
236575,"Мармелад жевательный Bebeto Super Belts, 75г","https://online.metro-cc.ru/products/75g-zhevatelnyy-marmelad-bebeto-super-belts
",115.0,107.29,BEBETO
236579,"Мармелад жевательный Bebeto Sour Sticks арбуз, 30г","https://online.metro-cc.ru/products/30g-zhevatelnyy-marmelad-bebeto-sour-sticks-arbuz
",42.49,39.90,BEBETO
241592,"Мармелад жевательный Vidal Naturall Ягодные палочки, 180г","https://online.metro-cc.ru/products/180g-zhevatelnyy-marmelad-vidal-naturall-yagodnye-palochki
",489.0,489.0,VIDAL
241590,"Мармелад жевательный Vidal Naturall кислый микс, 180г","https://online.metro-cc.ru/products/180g-zhevatelnyy-marmelad-vidal-naturall-kislyy-miks
",490.0,490.0,VIDAL
241591,"Мармелад жевательный Vidal Naturall фрукты-овощи, 180г","https://online.metro-cc.ru/products/180g-zhevatelnyy-marmelad-vidal-naturall-fruktyovoschi
",489.0,489.0,VIDAL
241593,"Мармелад жевательный Vidal Naturall Карандаши, 70г","https://online.metro-cc.ru/products/70g-zhevatelnyy-marmelad-vidal-naturall-karandashi
",163.0,159.0,VIDAL
140758,"Пастила Белевские сладости яблочная без сахара, 100г","https://online.metro-cc.ru/products/100g-pastila-belevskie-sladosti-yablochnaya-bsahara
",0.0,0.0,БЕЛЕВСКИЕ СЛАДОСТИ
626106,"Халва Рот Фронт Дружба воздушная с арахисом, 500г","https://online.metro-cc.ru/products/vozdushnaya-halva-druzhba-s-arahisom-rot-front-500g
",0.0,0.0,ДРУЖБА
566302,"Халва Лакомка с семечками, 1кг","https://online.metro-cc.ru/products/halva-lakomka-s-semechkami-1000g
",0.0,0.0,ЛАКОМКА
